CBO,DCC,ExportCoupling,ImportCoupling,NOM,WMC,Defect
4,0,3,1,30,43,0
1,0,1,0,1,1,0
2,1,1,1,2,3,0
3,0,3,0,1,2,0
3,1,1,2,3,3,0
1,0,0,1,4,11,0
9,3,1,9,24,34,1
8,4,3,6,23,33,1
4,8,8,10,6,18,0
0,0,8,0,0,0,0
1,1,1,1,3,3,0
16,5,6,11,11,29,0
2,2,2,3,1,1,0
1,3,2,3,3,3,1
2,2,2,3,1,1,0
2,2,2,3,1,1,0
2,2,2,3,1,1,0
0,0,0,0,2,2,0
0,0,0,0,2,2,0
3,1,0,3,5,11,0
0,0,0,0,2,2,0
0,0,0,0,2,2,0
3,1,0,3,2,5,1
0,0,0,0,1,4,0
2,1,1,1,2,2,0
1,1,0,1,3,9,0
3,3,0,5,6,8,0
1,1,0,1,17,25,0
3,1,0,3,11,18,0
4,5,3,5,27,27,1
8,0,25,0,5,5,0
7,3,1,6,9,24,1
23,0,60,0,0,0,0
7,7,3,8,17,19,1
2,3,2,3,10,11,1
3,1,3,1,2,2,0
1,2,1,2,8,8,1
0,2,0,2,2,2,0
9,3,1,8,9,39,1
1,0,0,1,8,22,0
1,0,1,0,3,3,0
1,0,1,0,0,0,0
3,0,3,0,0,0,0
7,0,5,2,4,4,0
12,3,7,5,0,0,0
11,0,11,0,0,0,0
5,1,5,1,3,3,0
32,0,32,1,0,0,0
2,0,1,1,15,35,0
1,0,1,0,16,38,0
1,2,1,2,3,3,0
4,3,0,4,3,6,0
1,1,1,1,1,1,0
1,4,0,5,29,29,0
0,0,0,0,0,0,1
23,15,3,25,44,82,1
1,0,7,0,4,4,0
44,11,60,11,28,28,1
5,11,3,11,35,35,1
9,6,1,10,16,57,0
3,4,1,5,11,30,1
1,3,0,4,4,4,1
6,4,0,6,5,6,1
15,3,19,3,7,7,1
0,0,0,0,0,0,0
11,3,0,11,4,10,1
12,4,0,12,4,9,1
9,3,0,9,6,15,1
6,1,2,4,1,2,0
2,3,0,4,4,4,1
9,4,2,8,7,17,1
5,1,2,3,0,0,1
10,3,0,10,3,8,1
11,3,1,10,5,17,1
13,4,2,11,14,25,1
4,1,1,3,8,26,1
1,0,0,1,3,8,0
1,1,0,1,4,20,1
4,2,3,2,5,8,1
1,1,0,1,5,12,0
71,4,72,5,19,20,0
4,1,1,3,7,30,1
1,0,0,1,9,33,0
4,1,5,1,4,4,1
4,2,2,3,4,4,1
3,2,1,2,15,17,0
9,3,1,8,1,11,1
1,1,2,1,2,2,1
0,1,0,1,4,4,1
0,0,0,0,2,2,0
2,1,0,3,3,5,0
6,2,5,2,19,19,0
1,1,0,1,7,23,1
1,1,0,1,5,11,0
2,1,1,1,10,26,1
1,0,1,0,1,1,0
1,0,2,0,12,12,0
2,1,1,1,11,16,0
7,1,7,1,2,32,0
57,9,49,56,145,1455,1
1,0,1,0,0,0,1
4,2,1,3,91,1532,1
1,0,1,0,0,0,1
4,1,1,3,5,19,0
22,0,23,0,2,3,0
2,0,2,0,3,25,0
1,0,1,0,20,51,0
5,2,4,5,2,9,0
5,3,4,5,3,8,0
3,2,4,2,1,1,0
5,3,4,5,2,3,0
6,3,3,5,3,6,1
10,4,5,8,5,8,1
7,2,4,7,2,10,0
8,3,4,8,3,9,0
5,3,4,5,3,3,0
3,3,4,3,2,2,0
4,3,4,3,3,3,1
6,3,4,5,2,2,1
6,3,5,5,3,3,0
3,3,4,3,3,3,0
5,3,4,5,3,3,0
8,3,4,8,3,13,1
8,3,4,8,3,13,1
15,4,4,14,3,19,0
5,3,4,5,3,6,0
1,2,0,2,1,1,0
5,3,4,5,3,3,0
6,3,4,6,2,10,0
8,3,4,8,3,13,1
8,3,4,8,3,13,1
4,3,4,4,2,5,0
9,3,2,9,5,17,0
17,4,5,15,3,13,1
7,2,4,7,2,10,0
3,2,4,3,2,9,0
8,3,4,8,3,10,0
5,3,4,5,3,5,0
5,3,4,5,2,3,0
5,3,4,5,3,7,0
1,2,0,2,1,1,0
21,5,7,17,12,56,1
13,6,4,12,5,11,0
4,3,4,3,2,2,1
11,5,4,10,3,10,0
3,2,4,3,2,9,0
6,3,4,5,3,3,1
3,3,4,3,3,3,0
1,2,0,2,1,1,0
3,2,4,2,1,1,0
3,2,4,2,1,1,0
5,1,5,1,3,4,0
7,3,1,7,1,4,0
6,3,1,6,2,4,0
4,1,1,3,2,8,1
4,1,1,3,2,9,1
11,0,11,0,13,91,0
35,3,42,3,24,24,1
4,2,2,2,3,27,0
40,41,41,41,35,35,1
7,3,2,6,2,6,0
5,2,1,4,2,5,0
4,1,4,1,4,5,0
5,2,1,4,3,6,0
45,7,45,8,27,38,1
6,0,5,5,1,3,0
10,2,20,2,16,24,1
1,2,1,2,5,5,0
4,2,1,4,5,5,0
3,1,1,3,1,5,0
1,2,1,2,3,3,1
11,4,0,11,7,39,1
5,1,0,6,4,6,0
7,1,0,7,10,30,0
7,1,0,7,5,27,1
5,2,1,4,5,8,0
5,1,0,6,7,23,0
14,3,12,4,10,14,1
5,2,1,5,1,1,1
9,2,0,9,5,13,1
5,1,0,5,4,19,0
2,0,3,0,6,9,0
1,1,1,1,5,5,0
1,1,0,1,5,5,0
41,42,0,42,37,37,1
2,41,0,42,36,40,1
6,3,0,7,16,36,0
7,3,2,5,20,41,0
6,1,0,6,17,37,0
0,0,0,0,3,4,0
1,0,0,1,3,7,0
1,0,1,0,3,5,0
1,0,1,0,3,3,0
9,0,9,0,3,8,1
4,1,4,1,1,1,0
1,0,1,0,3,3,0
7,0,7,0,3,11,0
2,0,2,0,1,4,1
2,1,2,1,1,1,0
2,0,2,0,3,6,0
11,0,11,0,20,59,0
7,0,7,0,1,1,0
1,5,0,5,6,11,1
1,1,1,1,1,1,0
4,2,3,2,9,52,1
10,0,18,1,3,3,0
2,0,6,0,0,0,0
2,0,2,0,2,91,0
11,2,10,4,2,4,0
5,2,2,4,3,6,0
1,1,1,1,5,5,0
3,2,1,2,5,11,0
2,5,1,5,5,9,1
2,0,1,1,9,123,1
1,0,1,0,1,1,0
4,1,1,3,2,24,0
5,2,0,6,3,5,1
7,4,10,4,5,5,1
17,9,1,21,6,25,1
1,2,1,2,1,1,0
1,0,5,0,4,4,0
1,0,5,0,3,3,0
1,0,5,0,3,3,0
1,0,0,1,8,9,0
1,0,0,1,22,41,0
4,3,14,3,6,6,1
4,3,1,5,1,2,0
6,4,6,4,5,7,1
9,7,0,11,6,21,1
9,5,0,12,4,13,1
2,0,2,0,2,2,0
5,4,0,9,4,41,1
6,4,0,10,4,32,1
5,1,4,1,2,6,0
7,1,5,2,8,23,0
7,3,2,6,5,11,1
9,1,2,8,10,106,1
20,4,5,17,6,29,0
2,2,0,4,2,7,0
4,4,0,4,42,88,1
2,2,0,2,4,16,1
3,2,0,4,6,19,0
12,3,2,11,10,30,1
3,1,0,3,8,24,0
10,2,0,10,2,12,0
7,2,0,7,6,42,0
3,0,3,0,14,14,0
3,1,1,2,4,8,0
11,6,2,11,94,230,1
3,1,1,2,18,39,1
2,0,2,0,5,11,0
1,0,1,0,4,4,0
1,0,1,0,4,4,0
7,2,1,7,9,41,1
4,1,1,4,2,2,0
9,8,0,11,28,101,0
6,1,1,5,2,2,0
8,2,2,6,4,12,0
6,1,1,5,1,1,0
4,1,1,3,1,7,0
5,2,1,4,5,24,1
5,2,1,4,2,2,0
5,2,1,4,2,2,0
1,0,1,0,2,2,0
8,1,1,7,6,24,0
9,2,1,8,2,10,0
16,2,1,15,3,31,1
6,1,1,5,1,3,0
8,3,1,7,13,15,0
7,1,1,6,1,2,0
7,1,1,6,1,2,0
1,0,1,0,0,0,0
8,1,1,7,2,4,0
5,2,1,4,1,1,0
11,2,7,4,3,4,0
4,2,1,3,2,2,0
1,1,1,1,2,2,0
1,0,1,0,0,0,0
39,10,23,19,69,137,1
3,0,1,2,5,62,0
17,0,8,11,21,80,1
3,1,2,2,3,3,0
2,0,2,0,1,1,0
10,5,4,7,36,135,1
8,3,6,4,28,82,1
17,4,14,6,14,33,0
25,1,3,24,4,40,1
86,0,84,2,13,44,0
1,0,1,0,6,7,1
5,1,3,2,3,3,0
0,0,2,0,1,1,0
2,1,1,1,3,7,0
1,0,1,0,0,0,0
5,1,3,2,8,38,1
0,0,0,0,0,0,0
5,1,6,1,9,9,0
7,1,4,3,1,4,0
8,4,0,8,20,96,0
2,0,0,2,15,30,0
15,3,2,14,69,240,1
1,0,1,0,6,8,0
1,0,1,0,6,14,0
2,0,1,1,9,31,0
19,5,11,12,13,29,0
1,4,1,4,6,6,0
2,4,1,4,4,4,0
5,7,1,9,5,6,0
2,4,1,4,3,5,0
0,0,0,0,0,0,1
5,2,3,3,24,25,0
5,2,0,5,4,8,0
20,3,1,20,8,50,1
10,4,1,9,8,54,1
8,4,5,7,7,11,0
13,7,1,13,12,31,0
8,2,0,8,5,21,0
4,2,0,4,4,34,0
7,1,0,7,3,10,0
14,5,0,15,8,22,0
11,5,1,11,12,45,0
0,0,0,0,0,0,0
6,2,0,6,4,8,1
13,3,2,12,6,12,1
17,4,4,14,8,26,1
9,3,1,9,13,31,0
1,0,1,0,5,5,0
4,1,1,3,4,7,0
18,9,6,15,17,38,1
8,4,0,9,7,16,0
13,5,4,10,31,78,0
4,1,0,4,5,8,0
19,12,2,20,40,236,0
0,0,0,0,2,2,0
8,4,0,8,7,43,0
9,2,2,8,4,8,0
6,3,2,4,14,20,0
18,6,17,10,21,24,0
69,9,79,12,83,177,1
2,1,1,1,5,7,0
7,1,5,3,10,15,0
0,1,0,1,1,1,0
9,3,4,6,6,14,0
10,5,2,10,10,20,0
28,7,15,17,20,44,1
6,3,1,6,2,2,0
5,3,1,5,6,8,0
14,7,2,14,10,19,0
16,2,1,15,7,51,1
14,2,1,13,4,13,0
13,2,0,13,1,10,0
6,4,5,5,8,10,0
4,1,5,2,9,9,0
15,2,9,8,37,105,1
23,11,0,23,36,191,0
26,14,28,17,73,152,0
8,1,9,2,10,30,0
53,20,45,25,47,93,0
12,7,2,12,18,110,0
6,4,1,6,14,21,0
2,3,1,3,4,4,0
5,3,5,4,2,2,0
2,0,2,0,3,3,0
1,1,1,1,1,1,0
6,5,19,5,8,8,0
7,4,1,7,5,8,0
5,3,1,5,3,3,0
1,4,3,4,0,0,0
2,1,4,1,0,0,0
15,4,1,15,6,37,1
2,4,3,4,0,0,0
1,3,1,3,3,3,0
1,1,1,1,1,1,0
1,1,1,1,1,1,0
34,9,26,13,12,31,1
2,3,4,3,2,10,0
6,3,4,4,1,16,0
4,3,1,4,2,6,0
5,3,3,4,4,16,0
2,0,2,0,0,0,0
7,1,1,6,3,7,0
6,5,2,8,1,11,0
15,3,1,14,2,13,0
5,6,1,8,4,4,1
13,2,12,2,12,18,0
3,3,2,4,0,0,0
8,2,1,7,3,36,0
1,2,0,2,2,14,0
4,2,3,2,6,6,0
0,0,0,0,0,0,0
31,11,19,18,62,175,1
6,2,2,4,3,18,0
7,2,3,6,5,17,1
3,1,1,2,6,17,0
0,0,1,0,0,0,0
10,7,1,12,1,5,1
0,2,1,2,7,7,0
1,1,1,1,1,1,0
7,2,1,7,34,99,0
11,2,1,10,42,107,0
83,23,63,49,121,279,1
6,2,1,5,3,9,0
0,0,0,0,1,1,0
0,0,0,0,0,0,0
1,0,1,0,19,80,0
7,0,0,7,3,90,1
9,3,15,3,37,37,0
1,2,2,2,1,1,0
19,0,28,0,10,10,0
0,0,0,0,1,2,0
1,1,4,1,1,1,0
4,3,11,3,9,9,0
10,0,10,0,0,0,0
6,1,12,1,22,22,0
3,0,0,3,2,37,0
8,1,0,9,6,47,0
3,0,1,2,4,12,0
0,0,0,0,0,0,0
1,0,1,0,0,0,0
1,0,1,0,0,0,0
6,6,1,8,5,10,0
8,7,0,13,7,16,0
6,6,1,9,7,8,0
9,8,2,13,8,17,0
9,6,0,11,6,15,0
13,7,0,15,5,26,0
1,1,0,1,1,2,0
3,2,0,4,2,2,0
13,7,3,12,7,21,0
8,2,5,4,1,3,0
10,6,4,9,6,40,0
8,6,0,11,5,15,0
3,6,0,7,2,3,0
3,4,0,6,6,8,0
11,6,0,11,5,11,0
42,6,33,11,7,16,0
2,3,0,5,1,1,0
10,2,0,12,2,17,0
4,1,6,1,4,4,0
4,5,0,6,3,3,0
1,0,1,0,1,2,0
4,5,0,8,2,9,0
0,0,0,0,0,0,0
6,6,0,10,4,7,0
5,6,0,8,4,9,0
8,6,0,9,4,13,0
1,3,0,3,1,1,0
7,6,2,7,4,22,0
11,6,0,13,2,14,0
8,5,0,12,4,7,0
8,6,1,10,11,64,0
80,6,74,9,17,26,0
3,5,1,6,5,8,0
8,6,1,10,6,15,0
6,6,0,9,5,12,0
5,6,0,8,5,10,0
2,3,0,5,1,1,0
25,0,26,0,4,14,0
11,6,0,13,5,21,0
10,6,0,12,2,9,0
10,6,0,14,8,28,0
37,9,22,17,22,118,1
3,3,0,5,1,2,1
4,6,0,8,8,9,0
0,0,0,0,0,0,0
6,6,0,9,4,11,0
0,0,0,0,0,0,0
6,6,0,9,4,14,0
6,6,1,9,4,17,0
3,4,0,7,2,2,0
2,4,0,5,3,3,0
13,8,1,13,5,14,1
11,6,0,12,3,22,1
0,0,0,0,0,0,0
5,6,0,8,3,5,0
5,3,0,6,3,15,0
7,6,1,9,4,4,0
11,7,2,11,12,66,0
8,4,6,5,6,6,0
1,3,0,4,1,1,0
8,6,5,7,11,17,0
7,6,0,11,8,27,0
3,5,0,6,3,5,0
17,8,4,16,29,184,0
8,6,3,8,3,13,0
1,3,0,4,1,1,0
4,5,0,6,3,3,0
1,3,0,4,1,1,0
3,3,0,6,2,2,0
15,12,0,17,13,56,0
4,5,0,7,2,5,0
5,4,0,8,3,3,0
7,3,2,8,5,44,1
12,5,4,12,5,20,0
7,3,1,8,2,9,0
7,7,2,9,10,54,0
8,8,0,14,7,14,0
72,14,87,23,74,194,1
6,4,8,4,3,3,0
5,3,1,7,2,11,0
23,9,6,22,20,94,0
6,6,0,8,3,4,0
6,4,0,8,5,11,0
26,0,54,0,9,10,0
2,4,0,5,3,3,0
13,6,0,15,9,52,0
1,0,2,0,2,2,0
0,0,4,0,0,0,0
2,3,0,5,1,1,0
3,4,1,5,4,4,0
17,10,2,17,18,59,0
2,1,4,1,1,1,0
6,6,0,10,2,5,0
13,5,6,11,17,79,1
14,6,9,13,17,55,0
6,5,0,9,2,6,0
4,3,0,6,1,2,0
27,11,24,23,53,128,1
20,9,88,10,24,57,0
84,9,83,11,48,94,0
16,8,9,12,21,48,0
7,5,1,8,9,27,0
6,3,3,5,8,23,0
7,4,3,8,4,4,0
8,6,0,10,4,7,0
6,6,0,10,5,7,0
7,6,0,10,5,17,0
5,6,0,8,2,3,0
11,10,0,15,6,14,0
6,8,1,11,6,14,0
11,5,4,8,3,8,0
8,6,0,9,4,11,0
11,5,5,10,5,24,0
19,7,14,9,18,33,0
7,3,2,8,1,9,0
12,4,9,7,5,16,0
8,6,1,10,6,12,0
9,5,1,9,13,53,0
8,7,0,10,5,12,0
20,4,18,7,52,99,0
14,7,1,13,5,38,0
11,6,1,11,9,42,0
1,0,1,0,6,6,0
4,6,8,8,19,28,0
48,2,115,3,8,8,0
5,0,3,2,9,10,0
0,0,0,0,2,7,1
0,0,0,0,1,6,0
51,1,52,2,8,13,0
1,1,1,1,2,2,0
5,8,1,10,26,44,0
2,0,1,1,8,9,0
69,1,119,1,25,34,0
8,1,8,1,9,26,0
2,0,2,0,2,7,0
2,0,1,1,1,2,0
1,1,1,1,3,3,0
6,10,3,12,20,31,1
1,1,1,1,1,1,0
1,1,1,1,2,2,0
7,10,2,12,20,36,0
0,0,0,0,2,2,0
6,4,5,7,12,14,0
6,8,7,10,26,48,0
6,11,7,13,19,29,1
7,10,1,13,20,34,1
0,0,0,0,4,4,0
2,0,1,1,3,13,0
0,0,0,0,3,3,0
6,7,9,9,17,23,0
2,0,1,1,11,12,0
92,4,102,6,31,33,0
23,2,22,2,2,4,0
42,0,42,0,16,30,1
4,4,0,6,7,10,0
3,1,1,3,7,9,0
2,4,0,4,3,7,0
4,0,4,0,0,0,0
2,0,2,0,13,38,0
1,2,1,2,1,1,0
5,4,0,6,10,18,0
5,4,3,4,41,50,0
0,0,2,0,0,0,0
22,7,10,16,74,293,1
10,3,7,4,11,23,0
3,3,0,4,6,28,0
3,1,1,2,7,19,0
0,0,0,0,1,1,0
1,0,1,0,1,1,0
2,0,3,0,1,1,0
5,2,1,4,8,11,0
5,2,0,5,2,4,0
3,3,1,3,16,39,1
10,3,0,10,2,21,1
3,1,0,3,9,13,0
7,6,2,8,40,48,1
4,4,0,5,3,13,0
4,3,3,3,13,55,0
15,1,14,2,13,17,0
2,2,2,2,8,14,0
5,4,1,6,3,3,0
2,1,0,2,10,15,0
2,1,0,2,7,12,0
3,4,0,4,3,11,0
4,1,3,2,5,9,0
5,3,0,5,10,18,0
4,1,2,3,7,12,0
0,1,0,1,1,1,0
5,2,1,4,8,27,1
16,10,10,14,35,75,0
4,1,3,1,14,21,0
0,1,0,1,6,6,0
26,4,18,12,54,268,1
0,0,0,0,0,0,0
3,1,2,1,31,65,0
0,0,0,0,2,4,1
0,0,0,0,1,3,0
14,1,17,1,12,37,0
1,0,1,0,1,2,0
1,0,1,0,1,1,0
1,0,1,0,0,0,0
2,0,2,0,0,0,0
2,0,2,0,0,0,0
5,3,1,6,25,28,1
1,0,1,0,4,9,0
6,1,1,5,44,221,0
4,0,4,0,2,2,0
0,1,0,1,23,23,0
9,1,7,2,31,49,1
4,0,1,3,6,15,0
5,0,3,2,6,9,0
3,0,1,2,9,9,0
6,0,1,5,13,43,0
5,2,2,3,21,105,1
6,0,5,1,13,26,1
2,0,1,1,9,9,0
6,2,1,6,20,45,0
6,0,2,4,18,86,1
14,1,3,12,13,36,0
3,0,3,0,24,76,0
2,1,1,1,21,59,1
0,0,0,0,1,1,0
1,0,1,0,19,29,1
3,1,2,1,18,20,0
1,0,0,1,19,57,0
6,2,1,6,7,17,0
5,2,2,4,13,24,1
2,0,2,0,0,0,0
8,1,3,8,24,68,1
6,4,1,6,28,41,0
14,8,3,13,32,152,0
6,1,2,4,2,9,1
4,2,1,3,8,12,0
3,0,3,0,16,23,1
0,0,0,0,2,8,0
3,0,3,0,0,0,0
63,3,69,3,66,66,0
3,0,9,0,10,10,0
9,0,13,0,4,4,0
1,0,1,0,0,0,0
2,0,2,0,0,0,0
6,0,5,1,10,31,0
0,0,5,0,2,2,0
31,2,41,2,25,25,0
14,6,23,8,18,34,1
2,1,10,1,1,1,0
2,0,1,1,8,16,0
3,0,3,1,5,22,0
0,1,0,1,8,8,0
1,0,0,1,3,6,0
2,1,1,2,15,18,0
15,10,9,13,95,243,0
10,6,1,13,2,42,0
9,4,2,10,1,25,0
6,11,0,11,108,195,0
17,6,4,20,15,67,0
2,1,1,1,8,14,0
10,1,6,4,8,11,0
6,2,4,2,3,8,1
9,1,5,4,87,121,0
2,0,1,1,4,12,0
5,1,5,1,4,19,0
5,1,3,2,8,57,0
12,1,11,2,8,15,1
4,0,6,0,5,5,0
6,2,3,4,40,97,0
6,1,1,5,10,26,0
1,0,1,0,5,5,0
14,7,2,16,37,227,1
2,0,1,1,31,31,0
20,12,3,20,65,202,1
9,4,2,10,8,28,0
2,1,1,1,12,22,0
6,0,6,0,11,16,0
1,0,1,0,3,4,0
1,0,1,0,10,30,0
4,0,2,2,27,55,0
10,0,7,3,10,26,0
0,0,0,0,3,8,0
14,0,19,1,22,117,1
1,0,1,0,1,9,0
6,0,5,1,8,11,1
4,0,4,0,15,34,1
4,0,0,4,15,42,0
2,0,2,0,3,9,0
1,0,1,0,0,0,0
1,0,1,0,0,0,0
5,1,4,2,10,15,0
1,0,1,0,1,1,0
7,0,7,0,28,76,0
4,0,2,2,3,5,0
1,1,1,1,2,6,0
8,0,27,0,4,4,0
2,0,2,0,4,15,0
37,1,44,4,15,40,0
0,0,0,0,1,1,0
5,0,5,0,4,8,0
0,0,0,0,8,8,0
6,2,4,2,2,2,0
2,0,2,0,6,15,0
1,0,1,0,9,24,0
1,1,0,1,8,16,0
8,0,8,0,9,19,0
0,0,0,0,15,58,0
8,0,8,0,15,58,0
13,0,12,1,3,36,1
9,1,5,5,7,63,0
1,0,1,0,2,7,0
2,0,1,1,34,247,1
2,0,1,1,79,79,0
36,0,36,0,1,1,0
0,0,0,0,0,0,0
2,0,2,0,21,90,0
8,0,8,0,4,15,0
26,0,37,0,37,37,0
7,2,13,2,4,4,0
1,0,1,0,3,5,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
3,2,1,2,11,13,0
4,3,0,5,10,11,0
9,0,6,3,10,16,0
10,2,5,5,24,147,0
1,0,1,0,1,1,0
84,8,85,10,31,43,0
3,0,5,0,5,5,0
1,1,23,1,2,2,0
3,0,3,0,3,3,1
0,0,0,0,0,0,0
5,1,4,3,55,142,0
16,6,11,7,49,89,0
1,0,1,0,0,0,0
7,1,4,4,12,34,0
24,3,19,7,20,38,0
0,1,0,1,2,2,0
39,7,37,13,14,28,0
4,2,0,5,9,10,0
107,17,145,24,77,105,1
4,1,3,1,8,27,0
0,2,1,2,1,1,0
2,0,2,0,0,0,0
0,2,0,2,1,1,0
13,13,26,13,12,12,0
3,1,1,3,2,3,0
15,9,7,12,26,50,1
9,3,2,9,3,11,0
5,2,1,5,3,6,0
7,3,3,6,4,5,1
0,0,0,0,12,12,0
11,5,2,11,7,27,1
6,3,0,8,10,15,0
11,5,3,11,12,22,0
11,6,3,12,15,29,0
3,4,1,4,3,16,0
4,1,2,2,3,5,0
34,11,27,18,48,74,1
10,4,1,11,4,13,1
18,5,10,8,33,85,1
12,4,3,13,10,21,1
9,2,2,10,4,7,0
5,0,5,0,1,1,0
1,1,1,1,0,0,1
6,3,1,7,7,15,1
5,2,2,4,3,5,1
2,1,3,1,2,2,0
6,1,1,5,2,7,0
17,6,3,17,14,53,1
24,6,11,23,50,503,1
13,6,7,12,15,33,0
3,2,1,5,3,20,0
40,5,24,34,43,146,1
2,1,2,1,2,3,0
5,3,3,4,3,4,0
4,0,4,0,1,6,0
4,3,1,5,9,134,1
0,0,0,0,0,0,0
13,0,12,1,20,43,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10,3,3,10,57,224,1
4,2,0,5,1,2,0
4,2,0,5,1,1,0
9,2,0,10,3,7,0
5,2,0,6,1,4,0
5,2,0,6,1,1,0
4,2,0,5,2,6,0
4,2,0,5,1,5,0
10,2,0,10,1,7,0
8,3,2,6,7,11,1
8,2,0,8,1,6,0
1,2,0,3,2,2,0
4,2,0,5,1,1,0
2,2,0,4,1,2,0
10,4,0,10,2,16,0
6,2,0,6,1,8,0
5,3,0,6,4,8,0
4,2,0,5,1,5,0
4,2,0,5,1,7,0
5,2,0,5,2,4,0
4,2,0,5,1,2,0
2,2,0,4,1,1,0
6,3,0,7,4,12,0
4,2,0,5,1,3,0
4,2,0,5,1,1,0
6,2,0,7,1,2,0
1,2,0,3,1,1,0
3,2,0,5,1,1,0
9,2,0,10,3,12,0
6,2,0,7,1,2,0
5,2,0,6,1,2,0
7,2,0,8,1,3,0
8,2,0,8,2,16,0
6,2,0,7,1,4,0
1,2,0,3,2,2,0
6,2,0,6,1,1,0
6,6,9,8,8,11,0
15,2,11,5,8,19,0
9,2,5,5,8,19,0
18,2,9,9,7,15,0
4,2,1,4,7,23,1
29,2,25,5,10,19,0
9,0,9,0,0,0,0
1,1,1,1,2,2,0
1,1,1,1,2,3,0
1,1,1,1,2,4,0
1,1,1,1,2,4,0
1,1,1,1,2,4,0
1,1,1,1,2,4,0
1,1,1,1,2,4,0
24,1,22,2,7,13,1
3,1,1,2,1,2,0
5,3,4,6,5,5,0
27,13,19,19,27,58,1
7,3,1,6,3,5,0
2,2,1,2,7,8,0
27,4,25,5,11,30,1
96,8,118,14,40,64,0
11,2,1,12,2,16,0
16,8,5,13,16,32,1
5,5,1,7,9,10,1
33,5,27,10,46,95,0
4,1,1,3,10,12,0
8,3,1,8,29,107,1
5,2,1,5,2,6,0
5,2,1,5,2,4,0
5,2,1,5,2,2,0
5,2,1,5,2,4,0
3,1,1,2,1,2,0
3,1,1,2,1,2,0
3,1,1,2,1,2,0
3,1,1,2,1,2,0
5,2,1,5,2,2,0
5,2,1,5,2,2,0
5,2,1,5,2,2,0
5,2,1,5,2,2,0
3,1,1,2,1,2,0
5,2,1,5,2,3,0
12,5,10,5,11,19,0
5,2,1,5,2,6,0
5,2,1,5,2,2,0
2,1,0,2,1,1,0
2,1,1,1,1,1,0
6,5,5,5,10,15,0
17,7,6,15,15,40,0
7,2,1,7,1,2,0
6,3,1,7,2,17,0
7,5,2,8,6,19,0
0,1,0,1,1,1,0
16,6,9,9,29,120,0
7,6,3,7,7,27,0
1,0,1,0,6,7,0
1,0,0,1,8,9,1
1,0,0,1,22,41,1
3,3,13,3,6,6,0
4,3,1,5,1,2,1
6,5,6,5,5,7,1
12,8,0,14,6,21,1
10,6,0,13,4,13,1
2,0,2,0,2,2,1
6,5,0,10,4,41,1
7,5,0,11,4,32,1
5,1,4,1,2,6,0
7,1,5,2,8,23,1
8,4,2,7,5,11,1
9,1,2,8,10,106,0
21,4,5,18,6,29,1
4,0,3,1,2,5,0
2,2,0,4,2,7,1
2,1,0,3,42,88,1
9,2,1,8,6,41,1
2,0,0,2,4,16,1
4,0,1,3,6,19,1
3,0,0,3,9,30,1
9,3,1,10,10,30,1
3,1,0,3,8,24,0
10,2,0,10,2,12,1
7,2,0,7,6,42,0
3,0,3,0,14,14,1
3,1,1,2,4,8,1
13,7,2,13,94,230,1
3,1,1,2,18,39,1
2,0,2,0,5,11,1
1,0,1,0,4,4,1
1,0,1,0,4,4,1
7,2,1,7,9,41,0
4,1,1,4,2,2,0
9,8,0,11,28,101,1
6,1,1,5,2,2,0
8,2,2,6,4,12,0
6,1,1,5,1,1,1
4,1,1,3,1,7,1
5,2,1,4,5,24,1
5,2,1,4,2,2,0
5,2,1,4,2,2,0
1,0,1,0,2,2,0
8,1,1,7,6,24,0
9,2,1,8,2,10,0
16,2,1,15,3,31,1
6,1,1,5,1,3,0
8,3,1,7,13,15,0
7,1,1,6,1,2,0
7,1,1,6,1,2,0
1,0,1,0,0,0,1
8,1,1,7,2,4,0
5,2,1,4,1,1,0
11,2,7,4,3,4,1
4,2,1,3,2,2,0
1,1,1,1,2,2,1
1,0,1,0,0,0,1
36,9,23,16,69,137,1
3,0,1,2,5,62,1
17,0,7,12,21,80,0
3,1,2,2,3,3,0
2,0,2,0,1,1,1
11,5,4,8,36,135,1
8,3,6,4,28,82,0
17,4,14,6,14,33,1
25,1,3,24,4,40,1
37,0,36,1,13,44,1
0,0,0,0,6,7,1
0,0,0,0,1,1,0
0,0,0,0,0,0,1
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,2,3,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,0,0,1,1,0
0,0,2,0,1,1,0
0,1,1,1,9,9,0
3,4,0,5,1,4,0
12,4,5,7,6,26,1
19,5,11,12,13,29,1
1,4,1,4,6,6,1
2,4,1,4,4,4,1
5,7,1,9,5,6,1
2,4,1,4,3,5,0
0,0,0,0,0,0,1
5,2,3,3,24,25,1
5,2,0,5,4,8,1
20,3,1,20,8,50,1
8,4,1,8,8,54,1
8,4,5,7,7,11,1
13,7,1,13,12,31,1
8,2,0,8,5,21,1
4,2,0,4,4,34,1
